ID	Genus	Species	CellType	LambdaMax	Method	Stage	refid	Notes
406	Metriaclima	livingstonii	single cone	364	microspectrophotometry	adult	23	
407	Metriaclima	livingstonii	double cone	473	microspectrophotometry	adult	23	
408	Metriaclima	livingstonii	double cone	526	microspectrophotometry	adult	23	
409	Metriaclima	melabranchion	rod	495	microspectrophotometry	adult	23	
410	Metriaclima	melabranchion	single cone	371	microspectrophotometry	adult	23	
411	Metriaclima	melabranchion	double cone	477	microspectrophotometry	adult	23	
412	Metriaclima	melabranchion	double cone	515	microspectrophotometry	adult	23	
413	Mylochromis	lateristriga	rod	496	microspectrophotometry	adult	23	
414	Mylochromis	lateristriga	single cone	419	microspectrophotometry	adult	23	
415	Mylochromis	lateristriga	double cone	482	microspectrophotometry	adult	23	
416	Mylochromis	lateristriga	double cone	522	microspectrophotometry	adult	23	
417	Protomelas	taeniolatus	rod	496	microspectrophotometry	adult	23	
418	Protomelas	taeniolatus	single cone	453	microspectrophotometry	adult	23	
419	Protomelas	taeniolatus	double cone	527	microspectrophotometry	adult	23	
420	Protomelas	taeniolatus	double cone	566	microspectrophotometry	adult	23	
421	Pseudotropheus	tropheops	rod	510	microspectrophotometry	adult	23	
422	Pseudotropheus	tropheops	single cone	371	microspectrophotometry	adult	23	
423	Pseudotropheus	tropheops	double cone	492	microspectrophotometry	adult	23	
424	Pseudotropheus	tropheops	double cone	531	microspectrophotometry	adult	23	
425	Pseudotropheus	acei	rod	505	microspectrophotometry	adult	38	
426	Pseudotropheus	acei	single cone	378	microspectrophotometry	adult	38	
427	Pseudotropheus	acei	double cone	482	microspectrophotometry	adult	38	
428	Pseudotropheus	acei	double cone	535	microspectrophotometry	adult	38	
429	Pundamilia	red head	single cone	456	microspectrophotometry	adult	8	
430	Pundamilia	red head	double cone	527	microspectrophotometry	adult	8	
431	Pundamilia	red head	double cone	567	microspectrophotometry	adult	8	
432	Pundamilia	azurea	rod	503	microspectrophotometry	adult	8	
433	Pundamilia	azurea	single cone	455	microspectrophotometry	adult	8	
434	Pundamilia	azurea	double cone	526	microspectrophotometry	adult	8	
435	Pundamilia	azurea	double cone	563	microspectrophotometry	adult	8	
436	Pundamilia	nyererei	rod	505	microspectrophotometry	adult	8	
437	Pundamilia	nyererei	single cone	451	microspectrophotometry	adult	8	
438	Pundamilia	nyererei	double cone	535	microspectrophotometry	adult	8	
439	Pundamilia	nyererei	double cone	562	microspectrophotometry	adult	8	
440	Pundamilia	nyererei	twin cone	562	microspectrophotometry	adult	8	
441	Pundamilia	luanso	rod	505	microspectrophotometry	adult	8	
442	Pundamilia	luanso	single cone	455	microspectrophotometry	adult	8	
443	Pundamilia	luanso	double cone	527	microspectrophotometry	adult	8	
444	Pundamilia	luanso	double cone	561	microspectrophotometry	adult	8	
445	Pundamilia	luanso	twin cone	561	microspectrophotometry	adult	8	
446	Pundamilia	pundamilia	rod	506	microspectrophotometry	adult	8	
447	Pundamilia	pundamilia	single cone	455	microspectrophotometry	adult	8	
448	Pundamilia	pundamilia	double cone	529	microspectrophotometry	adult	8	
449	Pundamilia	pundamilia	double cone	563	microspectrophotometry	adult	8	
450	Pundamilia	pundamilia	twin cone	563	microspectrophotometry	adult	8	
451	Tramitichromis	intermedius	rod	505	microspectrophotometry	adult	38	
452	Tramitichromis	intermedius	single cone	455	microspectrophotometry	adult	38	
453	Tramitichromis	intermedius	double cone	531	microspectrophotometry	adult	38	
454	Tramitichromis	intermedius	double cone	568	microspectrophotometry	adult	38	
455	Tyrannochromis	macrostoma	rod	494	microspectrophotometry	adult	23	
456	Tyrannochromis	macrostoma	single cone	410	microspectrophotometry	adult	23	
457	Tyrannochromis	macrostoma	double cone	482	microspectrophotometry	adult	23	
458	Tyrannochromis	macrostoma	double cone	529	microspectrophotometry	adult	23	
459	Embiotoca	lateralis	rod	499	microspectrophotometry	adult	5	
460	Embiotoca	lateralis	single cone	459	microspectrophotometry	adult	5	
461	Embiotoca	lateralis	single cone	534	microspectrophotometry	adult	5	
462	Embiotoca	lateralis	twin cone	535	microspectrophotometry	adult	5	
463	Embiotoca	jacksoni	rod	505	microspectrophotometry	adult	11	
464	Embiotoca	jacksoni	single cone	477	microspectrophotometry	adult	11	
465	Embiotoca	jacksoni	twin cone	534	microspectrophotometry	adult	11	
466	Hypsurus	caryi	rod	506	microspectrophotometry	adult	11	
467	Hypsurus	caryi	single cone	455	microspectrophotometry	adult	11	
468	Hypsurus	caryi	single cone	532	microspectrophotometry	adult	11	
469	Hypsurus	caryi	twin cone	532	microspectrophotometry	adult	11	
470	Micrometrus	minimus	rod	518	microspectrophotometry	adult	11	
471	Micrometrus	minimus	single cone	470	microspectrophotometry	adult	11	
472	Micrometrus	minimus	single cone	546	microspectrophotometry	adult	11	
473	Micrometrus	minimus	twin cone	546	microspectrophotometry	adult	11	
474	Micrometrus	aurora	rod	519	microspectrophotometry	adult	11	
475	Micrometrus	aurora	single cone	466	microspectrophotometry	adult	11	
476	Micrometrus	aurora	single cone	538	microspectrophotometry	adult	11	
477	Micrometrus	aurora	twin cone	538	microspectrophotometry	adult	11	
478	Rhacochilus	vacca	rod	507	microspectrophotometry	adult	5	
479	Rhacochilus	vacca	single cone	472	microspectrophotometry	adult	5	
480	Rhacochilus	vacca	single cone	540	microspectrophotometry	adult	5	
481	Rhacochilus	vacca	twin cone	539	microspectrophotometry	adult	5	
482	Zalembius	rosaceus	rod	494	microspectrophotometry	adult	11	
483	Zalembius	rosaceus	single cone	470	microspectrophotometry	adult	11	
484	Zalembius	rosaceus	single cone	527	microspectrophotometry	adult	11	
485	Zalembius	rosaceus	twin cone	527	microspectrophotometry	adult	11	
486	Asterropteryx	semipunctata	rod	498	microspectrophotometry	adult	32	
487	Asterropteryx	semipunctata	double cone	531	microspectrophotometry	adult	32	
488	Asterropteryx	semipunctata	double cone	538	microspectrophotometry	adult	32	
489	Gobius	paganellus	rod	512	microspectrophotometry	adult	29	
490	Gobius	paganellus	single cone	465	microspectrophotometry	adult	29	
491	Gobius	paganellus	single cone	565	microspectrophotometry	adult	29	
492	Gobius	paganellus	twin cone	565	microspectrophotometry	adult	29	
493	Gobiusculus	flavescens	rod	508	microspectrophotometry	adult	45	
494	Gobiusculus	flavescens	single cone	456	microspectrophotometry	adult	45	
495	Gobiusculus	flavescens	single cone	531	microspectrophotometry	adult	45	
496	Gobiusculus	flavescens	single cone	553	microspectrophotometry	adult	45	
497	Gobiusculus	flavescens	double cone	531	microspectrophotometry	adult	45	
498	Gobiusculus	flavescens	double cone	553	microspectrophotometry	adult	45	
499	Gobiusculus	flavescens	twin cone	531	microspectrophotometry	adult	45	
500	Pomatoschistus	minutus	rod	508	microspectrophotometry	adult	22	
501	Pomatoschistus	minutus	single cone	447	microspectrophotometry	adult	22	
502	Pomatoschistus	minutus	single cone	548	microspectrophotometry	adult	22	
503	Pomatoschistus	minutus	twin cone	527	microspectrophotometry	adult	22	
504	Tetrapturus	audax	single cone	535	microspectrophotometry	adult	16	
505	Tetrapturus	audax	single cone	609	microspectrophotometry	adult	16	
506	Kuhlia	sandvicensis	rod	491	microspectrophotometry	adult	32	
507	Kuhlia	sandvicensis	single cone	436	microspectrophotometry	adult	32	
508	Kuhlia	sandvicensis	double cone	488	microspectrophotometry	adult	32	
509	Kuhlia	sandvicensis	double cone	531	microspectrophotometry	adult	32	
510	Bodianus	bilunnulatus	rod	485	microspectrophotometry	adult	32	
511	Bodianus	bilunnulatus	double cone	526	microspectrophotometry	adult	32	
512	Bodianus	bilunnulatus	double cone	545	microspectrophotometry	adult	32	
513	Symphodus	melops	rod	520	microspectrophotometry	adult	29	
514	Symphodus	melops	single cone	505	microspectrophotometry	adult	29	
515	Symphodus	melops	single cone	555	microspectrophotometry	adult	29	
516	Symphodus	melops	double cone	525	microspectrophotometry	adult	29	
517	Symphodus	melops	double cone	555	microspectrophotometry	adult	29	
518	Lutjanus	adetii	rod	496	microspectrophotometry	adult	33	
519	Lutjanus	adetii	single cone	443	microspectrophotometry	adult	33	
520	Lutjanus	adetii	double cone	511	microspectrophotometry	adult	33	
521	Lutjanus	adetii	double cone	526	microspectrophotometry	adult	33	
522	Lutjanus	argentimaculatus	double cone	536	microspectrophotometry	adult	33	
523	Lutjanus	argentimaculatus	double cone	575	microspectrophotometry	adult	33	
524	Lutjanus	bohar	rod	497	microspectrophotometry	adult	33	
525	Lutjanus	bohar	single cone	424	microspectrophotometry	adult	33	
526	Lutjanus	bohar	double cone	494	microspectrophotometry	adult	33	
527	Lutjanus	bohar	double cone	518	microspectrophotometry	adult	33	
528	Lutjanus	carponotatus	rod	499	microspectrophotometry	adult	33	
529	Lutjanus	carponotatus	single cone	454	microspectrophotometry	adult	33	
530	Lutjanus	carponotatus	double cone	519	microspectrophotometry	adult	33	
531	Lutjanus	carponotatus	double cone	552	microspectrophotometry	adult	33	
532	Lutjanus	erythropterus	rod	496	microspectrophotometry	adult	33	
533	Lutjanus	erythropterus	single cone	446	microspectrophotometry	adult	33	
534	Lutjanus	erythropterus	double cone	527	microspectrophotometry	adult	33	
535	Lutjanus	erythropterus	double cone	540	microspectrophotometry	adult	33	
536	Lutjanus	kasmira	single cone	430	microspectrophotometry	adult	33	
537	Lutjanus	kasmira	double cone	487	microspectrophotometry	adult	33	
538	Lutjanus	kasmira	double cone	518	microspectrophotometry	adult	33	
539	Lutjanus	malabaricus	rod	494	microspectrophotometry	adult	33	
540	Lutjanus	malabaricus	single cone	408	microspectrophotometry	adult	33	
541	Lutjanus	malabaricus	single cone	442	microspectrophotometry	adult	33	
542	Lutjanus	malabaricus	double cone	529	microspectrophotometry	adult	33	
543	Lutjanus	malabaricus	double cone	541	microspectrophotometry	adult	33	
544	Lutjanus	quinquelineatus	rod	499	microspectrophotometry	adult	33	
545	Lutjanus	quinquelineatus	single cone	444	microspectrophotometry	adult	33	
546	Lutjanus	quinquelineatus	double cone	520	microspectrophotometry	adult	33	
547	Lutjanus	quinquelineatus	double cone	540	microspectrophotometry	adult	33	
548	Lutjanus	russellii	rod	499	microspectrophotometry	adult	33	
549	Lutjanus	russellii	single cone	451	microspectrophotometry	adult	33	
550	Lutjanus	russellii	double cone	530	microspectrophotometry	adult	33	
551	Lutjanus	russellii	double cone	557	microspectrophotometry	adult	33	
552	Lutjanus	sebae	rod	494	microspectrophotometry	adult	33	
553	Lutjanus	sebae	single cone	430	microspectrophotometry	adult	33	
554	Lutjanus	sebae	double cone	521	microspectrophotometry	adult	33	
555	Lutjanus	sebae	double cone	539	microspectrophotometry	adult	33	
556	Lutjanus	johnii	rod	498	microspectrophotometry	adult	33	
557	Lutjanus	johnii	double cone	543	microspectrophotometry	adult	33	
558	Lutjanus	johnii	double cone	567	microspectrophotometry	adult	33	
559	Mulloidichthys	flavolineatus	rod	486	microspectrophotometry	adult	32	
560	Mulloidichthys	flavolineatus	single cone	366	microspectrophotometry	adult	32	
561	Mulloidichthys	flavolineatus	double cone	480	microspectrophotometry	adult	32	
562	Mulloidichthys	flavolineatus	double cone	523	microspectrophotometry	adult	32	
563	Mullus	barbatus	rod	497	microspectrophotometry	adult	18	
564	Mullus	barbatus	single cone	380	microspectrophotometry	adult	18	
565	Mullus	barbatus	single cone	491	microspectrophotometry	adult	18	
566	Mullus	barbatus	single cone	533	microspectrophotometry	adult	18	
567	Mullus	barbatus	double cone	491	microspectrophotometry	adult	18	
568	Mullus	barbatus	double cone	533	microspectrophotometry	adult	18	
569	Mullus	barbatus	twin cone	533	microspectrophotometry	adult	18	
570	Parupeneus	multifasceatus	rod	494	microspectrophotometry	adult	32	
571	Parupeneus	multifasceatus	double cone	486	microspectrophotometry	adult	32	
572	Parupeneus	multifasceatus	double cone	516	microspectrophotometry	adult	32	
573	Parupeneus	multifasceatus	twin cone	515	microspectrophotometry	adult	32	
574	Dissostichus	mawsoni	rod	504	microspectrophotometry	adult	39	
575	Dissostichus	mawsoni	single cone	414	microspectrophotometry	adult	39	
576	Dissostichus	mawsoni	single cone	490	microspectrophotometry	adult	39	
577	Dissostichus	mawsoni	twin cone	490	microspectrophotometry	adult	39	
578	Pagothenia	borchgrevinki	rod	499	microspectrophotometry	adult	39	
579	Pagothenia	borchgrevinki	single cone	489	microspectrophotometry	adult	39	
580	Pagothenia	borchgrevinki	twin cone	489	microspectrophotometry	adult	39	
581	Trematomus	bernacchii	rod	502	microspectrophotometry	adult	39	
582	Trematomus	bernacchii	single cone	416	microspectrophotometry	adult	39	
583	Trematomus	bernacchii	single cone	490	microspectrophotometry	adult	39	
584	Trematomus	bernacchii	twin cone	490	microspectrophotometry	adult	39	
585	Trematomus	hansoni	rod	501	microspectrophotometry	adult	39	
586	Trematomus	hansoni	single cone	418	microspectrophotometry	adult	39	
587	Trematomus	hansoni	single cone	490	microspectrophotometry	adult	39	
588	Trematomus	hansoni	twin cone	490	microspectrophotometry	adult	39	
589	Trematomus	loennbergii	rod	500	microspectrophotometry	adult	39	
590	Trematomus	loennbergii	single cone	426	microspectrophotometry	adult	39	
591	Trematomus	loennbergii	single cone	490	microspectrophotometry	adult	39	
592	Trematomus	loennbergii	twin cone	490	microspectrophotometry	adult	39	
593	Perca	fluviatilis	rod	540	microspectrophotometry	adult	29	
594	Perca	fluviatilis	single cone	535	microspectrophotometry	adult	29	
595	Perca	fluviatilis	twin cone	615	microspectrophotometry	adult	29	
596	Sander	lucioperca	rod	524	microspectrophotometry	adult	22	
597	Sander	lucioperca	single cone	530	microspectrophotometry	adult	22	
598	Sander	lucioperca	twin cone	598	microspectrophotometry	adult	22	
599	Apodichthys	flavidus	rod	504	microspectrophotometry	adult	5	
600	Apodichthys	flavidus	single cone	363	microspectrophotometry	adult	5	
601	Apodichthys	flavidus	single cone	441	microspectrophotometry	adult	5	
602	Apodichthys	flavidus	double cone	529	microspectrophotometry	adult	5	
603	Apodichthys	flavidus	double cone	567	microspectrophotometry	adult	5	
604	Pholis	omata	rod	498	microspectrophotometry	adult	5	
605	Pholis	omata	single cone	444	microspectrophotometry	adult	5	
606	Pholis	omata	single cone	528	microspectrophotometry	adult	5	
607	Pholis	omata	single cone	560	microspectrophotometry	adult	5	
608	Pholis	omata	double cone	526	microspectrophotometry	adult	5	
609	Pholis	omata	double cone	561	microspectrophotometry	adult	5	
610	Pholis	laeta	rod	504	microspectrophotometry	adult	5	
611	Pholis	laeta	single cone	449	microspectrophotometry	adult	5	
612	Pholis	laeta	double cone	527	microspectrophotometry	adult	5	
613	Pholis	laeta	double cone	562	microspectrophotometry	adult	5	
614	Abudefduf	abdominalis	rod	492	microspectrophotometry	adult	32	
615	Abudefduf	abdominalis	single cone	347	microspectrophotometry	adult	32	
616	Abudefduf	abdominalis	single cone	464	microspectrophotometry	adult	32	
617	Abudefduf	abdominalis	double cone	457	microspectrophotometry	adult	32	
618	Abudefduf	abdominalis	double cone	519	microspectrophotometry	adult	32	
619	Chromis	hanui	rod	477	microspectrophotometry	adult	32	
620	Chromis	hanui	single cone	355	microspectrophotometry	adult	32	
621	Chromis	hanui	single cone	483	microspectrophotometry	adult	32	
622	Chromis	hanui	double cone	470	microspectrophotometry	adult	32	
623	Chromis	hanui	double cone	514	microspectrophotometry	adult	32	
624	Chromis	ovalis	rod	492	microspectrophotometry	adult	32	
625	Chromis	ovalis	single cone	404	microspectrophotometry	adult	32	
626	Chromis	ovalis	double cone	473	microspectrophotometry	adult	32	
627	Chromis	ovalis	double cone	518	microspectrophotometry	adult	32	
628	Chromis	vanderbilti	rod	498	microspectrophotometry	adult	32	
629	Chromis	vanderbilti	double cone	462	microspectrophotometry	adult	32	
630	Chromis	vanderbilti	double cone	522	microspectrophotometry	adult	32	
631	Chromis	verater	rod	480	microspectrophotometry	adult	32	
632	Chromis	verater	single cone	410	microspectrophotometry	adult	32	
633	Chromis	verater	double cone	471	microspectrophotometry	adult	32	
634	Chromis	verater	double cone	514	microspectrophotometry	adult	32	
635	Dascyllus	albisella	rod	490	microspectrophotometry	adult	32	
636	Dascyllus	albisella	single cone	386	microspectrophotometry	adult	32	
637	Dascyllus	albisella	single cone	483	microspectrophotometry	adult	32	
638	Dascyllus	albisella	double cone	470	microspectrophotometry	adult	32	
639	Dascyllus	albisella	double cone	514	microspectrophotometry	adult	32	
640	Plectroglyphidodon	johnstonianus	rod	495	microspectrophotometry	adult	32	
641	Plectroglyphidodon	johnstonianus	double cone	474	microspectrophotometry	adult	32	
642	Plectroglyphidodon	johnstonianus	double cone	518	microspectrophotometry	adult	32	
643	Pomacentrus	melanochir	rod	501	microspectrophotometry	adult	29	
644	Pomacentrus	melanochir	single cone	502	microspectrophotometry	adult	29	
645	Pomacentrus	melanochir	double cone	502	microspectrophotometry	adult	29	
646	Pomacentrus	melanochir	double cone	560	microspectrophotometry	adult	29	
647	Pomacentrus	melanochir	twin cone	502	microspectrophotometry	adult	29	
648	Stegastes	fasciolatus	rod	495	microspectrophotometry	adult	32	
649	Stegastes	fasciolatus	single cone	363	microspectrophotometry	adult	32	
650	Stegastes	fasciolatus	double cone	470	microspectrophotometry	adult	32	
651	Stegastes	fasciolatus	double cone	528	microspectrophotometry	adult	32	
652	Thunnus	albacares	rod	483	microspectrophotometry	adult	31	
653	Thunnus	albacares	single cone	426	microspectrophotometry	adult	31	
654	Thunnus	albacares	twin cone	485	microspectrophotometry	adult	31	
655	Acanthopagrus	butcheri	rod	509	microspectrophotometry	adult	41	
656	Acanthopagrus	butcheri	single cone	476	microspectrophotometry	adult	41	
657	Acanthopagrus	butcheri	double cone	545	microspectrophotometry	adult	41	
658	Acanthopagrus	butcheri	double cone	575	microspectrophotometry	adult	41	
659	Diplodus	annularis	rod	505	microspectrophotometry	adult	18	
660	Diplodus	annularis	single cone	458	microspectrophotometry	adult	18	
661	Diplodus	annularis	twin cone	537	microspectrophotometry	adult	18	
662	Sphyraena	barracuda	rod	498	microspectrophotometry	adult	32	
663	Sphyraena	barracuda	single cone	455	microspectrophotometry	adult	32	
664	Sphyraena	barracuda	twin cone	531	microspectrophotometry	adult	32	
665	Acantholumpenus	mackayi	rod	502	microspectrophotometry	adult	24	
666	Acantholumpenus	mackayi	single cone	450	microspectrophotometry	adult	24	
667	Acantholumpenus	mackayi	twin cone	519	microspectrophotometry	adult	24	
668	Anoplarchus	purpurescens	rod	502	microspectrophotometry	adult	5	
669	Anoplarchus	purpurescens	single cone	444	microspectrophotometry	adult	5	
670	Anoplarchus	purpurescens	double cone	523	microspectrophotometry	adult	5	
671	Anoplarchus	purpurescens	double cone	562	microspectrophotometry	adult	5	
672	Chirolophis	japonicus	rod	502	microspectrophotometry	adult	24	
673	Chirolophis	japonicus	single cone	455	microspectrophotometry	adult	24	
674	Chirolophis	japonicus	double cone	520	microspectrophotometry	adult	24	
675	Chirolophis	japonicus	double cone	550	microspectrophotometry	adult	24	
676	Ernogrammus	hexagrammus	rod	506	microspectrophotometry	adult	24	
677	Ernogrammus	hexagrammus	single cone	445	microspectrophotometry	adult	24	
678	Ernogrammus	hexagrammus	double cone	515	microspectrophotometry	adult	24	
679	Ernogrammus	hexagrammus	double cone	548	microspectrophotometry	adult	24	
680	Lumpenus	sagitta	rod	496	microspectrophotometry	adult	5	
681	Lumpenus	sagitta	single cone	434	microspectrophotometry	adult	5	
682	Lumpenus	sagitta	single cone	520	microspectrophotometry	adult	5	
683	Lumpenus	sagitta	twin cone	520	microspectrophotometry	adult	5	
684	Opisthocentrus	ocellatus	rod	504	microspectrophotometry	adult	24	
685	Opisthocentrus	ocellatus	single cone	442	microspectrophotometry	adult	24	
686	Opisthocentrus	ocellatus	double cone	521	microspectrophotometry	adult	24	
687	Opisthocentrus	ocellatus	double cone	557	microspectrophotometry	adult	24	
688	Pholidapus	dybowsky	rod	522	microspectrophotometry	adult	24	
689	Pholidapus	dybowsky	single cone	465	microspectrophotometry	adult	24	
690	Pholidapus	dybowsky	double cone	546	microspectrophotometry	adult	24	
691	Pholidapus	dybowsky	double cone	555	microspectrophotometry	adult	24	
692	Pholidapus	dybowsky	double cone	578	microspectrophotometry	adult	24	
693	Pholidapus	dybowsky	double cone	605	microspectrophotometry	adult	24	
694	Phytichthys	chirus	rod	522	microspectrophotometry	adult	5	
695	Phytichthys	chirus	single cone	445	microspectrophotometry	adult	5	
696	Phytichthys	chirus	double cone	548	microspectrophotometry	adult	5	
697	Phytichthys	chirus	double cone	609	microspectrophotometry	adult	5	
698	Stichaeopsis	nana	rod	522	microspectrophotometry	adult	24	
699	Stichaeopsis	nana	single cone	525	microspectrophotometry	adult	24	
700	Stichaeopsis	nana	double cone	540	microspectrophotometry	adult	24	
701	Stichaeopsis	nana	double cone	600	microspectrophotometry	adult	24	
702	Stichaeus	grigorjewi	rod	502	microspectrophotometry	adult	24	
703	Stichaeus	grigorjewi	single cone	450	microspectrophotometry	adult	24	
704	Stichaeus	grigorjewi	twin cone	517	microspectrophotometry	adult	24	
705	Stichaeus	nozawae	rod	502	microspectrophotometry	adult	24	
706	Stichaeus	nozawae	single cone	450	microspectrophotometry	adult	24	
707	Stichaeus	nozawae	twin cone	518	microspectrophotometry	adult	24	
708	Xiphister	mucosus	rod	504	microspectrophotometry	adult	5	
709	Xiphister	mucosus	single cone	443	microspectrophotometry	adult	5	
710	Xiphister	mucosus	double cone	520	microspectrophotometry	adult	5	
711	Xiphister	mucosus	double cone	559	microspectrophotometry	adult	5	
712	Xiphister	atropurpureus	rod	503	microspectrophotometry	adult	5	
713	Xiphister	atropurpureus	single cone	449	microspectrophotometry	adult	5	
714	Xiphister	atropurpureus	single cone	521	microspectrophotometry	adult	5	
715	Xiphister	atropurpureus	single cone	562	microspectrophotometry	adult	5	
716	Xiphister	atropurpureus	double cone	520	microspectrophotometry	adult	5	
717	Xiphister	atropurpureus	double cone	559	microspectrophotometry	adult	5	
718	Peprilus	simillimus	rod	496	microspectrophotometry	adult	5	
719	Peprilus	simillimus	single cone	437	microspectrophotometry	adult	5	
720	Peprilus	simillimus	single cone	523	microspectrophotometry	adult	5	
721	Peprilus	simillimus	twin cone	524	microspectrophotometry	adult	5	
722	Trichodon	trichodon	rod	503	microspectrophotometry	adult	5	
723	Trichodon	trichodon	single cone	364	microspectrophotometry	adult	5	
724	Trichodon	trichodon	double cone	519	microspectrophotometry	adult	5	
725	Trichodon	trichodon	double cone	561	microspectrophotometry	adult	5	
726	Trichodon	trichodon	twin cone	520	microspectrophotometry	adult	5	
727	Zanclus	cornutus	rod	492	microspectrophotometry	adult	32	
728	Zanclus	cornutus	single cone	447	microspectrophotometry	adult	32	
729	Zanclus	cornutus	twin cone	517	microspectrophotometry	adult	32	
730	Lycodes	pacificus	rod	483	microspectrophotometry	adult	5	
731	Lycodes	pacificus	single cone	433	microspectrophotometry	adult	5	
732	Lycodes	pacificus	single cone	521	microspectrophotometry	adult	5	
733	Lycodes	pacificus	twin cone	512	microspectrophotometry	adult	5	
734	Zoarces	viviparus	rod	513	microspectrophotometry	adult	22	
735	Zoarces	viviparus	single cone	437	microspectrophotometry	adult	22	
736	Zoarces	viviparus	single cone	552	microspectrophotometry	adult	22	
737	Zoarces	viviparus	twin cone	552	microspectrophotometry	adult	22	
738	Geotria	australis	rod	499	microspectrophotometry	adult	10	
739	Geotria	australis	single cone	515	microspectrophotometry	adult	10	
740	Geotria	australis	single cone	616	microspectrophotometry	adult	10	
741	Citharichthys	sordidus	rod	489	microspectrophotometry	adult	5	
742	Citharichthys	sordidus	single cone	440	microspectrophotometry	adult	5	
743	Citharichthys	sordidus	twin cone	523	microspectrophotometry	adult	5	
744	Hippoglossoides	herzensteini	rod	500	microspectrophotometry	adult	24	
745	Hippoglossoides	herzensteini	single cone	457	microspectrophotometry	adult	24	
746	Hippoglossoides	herzensteini	twin cone	521	microspectrophotometry	adult	24	
747	Hippoglossoides	elassodon	rod	495	microspectrophotometry	adult	5	
748	Hippoglossoides	elassodon	single cone	412	microspectrophotometry	adult	5	
749	Hippoglossoides	elassodon	twin cone	511	microspectrophotometry	adult	5	
750	Isopsetta	isolepis	rod	492	microspectrophotometry	adult	5	
751	Isopsetta	isolepis	single cone	444	microspectrophotometry	adult	5	
752	Isopsetta	isolepis	twin cone	527	microspectrophotometry	adult	5	
753	Lepidopsetta	bilineata	rod	492	microspectrophotometry	adult	5	
754	Lepidopsetta	bilineata	single cone	444	microspectrophotometry	adult	5	
755	Lepidopsetta	bilineata	twin cone	526	microspectrophotometry	adult	5	
756	Lepidopsetta	polyxystra	rod	493	microspectrophotometry	adult	5	
757	Lepidopsetta	polyxystra	single cone	438	microspectrophotometry	adult	5	
758	Lepidopsetta	polyxystra	twin cone	525	microspectrophotometry	adult	5	
759	Limanda	limanda	rod	502	microspectrophotometry	adult	29	
760	Limanda	limanda	single cone	475	microspectrophotometry	adult	29	
761	Limanda	limanda	twin cone	527	microspectrophotometry	adult	29	
762	Lyopsetta	exilis	rod	482	microspectrophotometry	adult	5	
763	Lyopsetta	exilis	single cone	424	microspectrophotometry	adult	5	
764	Lyopsetta	exilis	twin cone	509	microspectrophotometry	adult	5	
765	Microstomus	kitt	rod	502	microspectrophotometry	adult	29	
766	Microstomus	kitt	single cone	465	microspectrophotometry	adult	29	
767	Microstomus	kitt	twin cone	525	microspectrophotometry	adult	29	
768	Parophrys	vetulus	rod	498	microspectrophotometry	adult	5	
769	Parophrys	vetulus	single cone	437	microspectrophotometry	adult	5	
770	Parophrys	vetulus	twin cone	525	microspectrophotometry	adult	5	
771	Platichthys	stellatus	rod	508	microspectrophotometry	adult	5	
772	Platichthys	stellatus	single cone	439	microspectrophotometry	adult	5	
773	Platichthys	stellatus	double cone	532	microspectrophotometry	adult	5	
774	Platichthys	stellatus	double cone	551	microspectrophotometry	adult	5	
775	Platichthys	stellatus	twin cone	531	microspectrophotometry	adult	5	
776	Platichthys	flesus	rod	510	microspectrophotometry	adult	22	
777	Platichthys	flesus	single cone	455	microspectrophotometry	adult	22	
778	Platichthys	flesus	single cone	533	microspectrophotometry	adult	22	
779	Platichthys	flesus	twin cone	537	microspectrophotometry	adult	22	
780	Pleuronectes	asper	rod	503	microspectrophotometry	adult	24	
781	Pleuronectes	asper	single cone	454	microspectrophotometry	adult	24	
782	Pleuronectes	asper	twin cone	523	microspectrophotometry	adult	24	
783	Pleuronectes	herzensteini	rod	500	microspectrophotometry	adult	24	
784	Pleuronectes	herzensteini	single cone	450	microspectrophotometry	adult	24	
785	Pleuronectes	herzensteini	twin cone	523	microspectrophotometry	adult	24	
786	Pleuronectes	obscurus	rod	525	microspectrophotometry	adult	24	
787	Pleuronectes	obscurus	single cone	465	microspectrophotometry	adult	24	
788	Pleuronectes	obscurus	twin cone	528	microspectrophotometry	adult	24	
789	Pleuronectes	platessa	rod	515	microspectrophotometry	adult	29	
790	Pleuronectes	platessa	single cone	450	microspectrophotometry	adult	29	
791	Pleuronectes	platessa	single cone	529	microspectrophotometry	adult	29	
792	Pleuronectes	platessa	twin cone	529	microspectrophotometry	adult	29	
793	Pseudopleuronectes	americanus	rod	506	microspectrophotometry	adult	12	
794	Pseudopleuronectes	americanus	single cone	457	microspectrophotometry	adult	12	
795	Pseudopleuronectes	americanus	double cone	531	microspectrophotometry	adult	12	
796	Pseudopleuronectes	americanus	double cone	547	microspectrophotometry	adult	12	
797	Oncorhynchus	keta	rod	524	microspectrophotometry	adult	15	
798	Oncorhynchus	keta	single cone	439	microspectrophotometry	adult	15	
799	Oncorhynchus	keta	double cone	528	microspectrophotometry	adult	15	
800	Oncorhynchus	keta	double cone	599	microspectrophotometry	adult	15	
801	Oncorhynchus	kisutch	rod	531	microspectrophotometry	adult	15	
802	Oncorhynchus	kisutch	single cone	446	microspectrophotometry	adult	15	
803	Oncorhynchus	kisutch	double cone	507	microspectrophotometry	adult	15	
804	Oncorhynchus	kisutch	double cone	553	microspectrophotometry	adult	15	
